,Color_x,Color_y,C_mouvement_x,C_mouvement_y,Hough_x,Hough_y,H_mouvement_x,H_mouvement_y
2784,488,202,7,2,496,312,14,112
2785,492,205,4,3,496,312,0,0
2786,510,175,18,-30,510,176,14,-136
2787,525,142,15,-33,524,142,14,-34
2788,537,121,12,-21,536,120,12,-22
2789,545,106,8,-15,544,106,8,-14
2790,552,97,7,-9,552,96,8,-10
2791,558,92,6,-5,552,96,0,0
2792,564,90,6,-2,564,90,12,-6
2793,568,78,4,-12,564,90,0,0
2794,572,64,4,-14,564,90,0,0
2795,572,64,0,0,564,90,0,0
2796,572,64,0,0,580,42,16,-48
2797,572,64,0,0,580,42,0,0
2798,572,64,0,0,580,42,0,0
2799,572,64,0,0,580,42,0,0
2800,580,37,8,-27,578,36,-2,-6
2801,578,41,-2,4,578,36,0,0
2802,576,44,-2,3,574,44,-4,8
2803,573,50,-3,6,574,50,0,6
2804,570,57,-3,7,574,50,0,0
2805,568,65,-2,8,568,64,-6,14
2806,565,75,-3,10,564,74,-4,10
2807,563,86,-2,11,562,86,-2,12
2808,560,99,-3,13,560,98,-2,12
2809,556,113,-4,14,556,112,-4,14
2810,552,131,-4,18,556,112,0,0
2811,549,148,-3,17,548,148,-8,36
2812,545,168,-4,20,548,148,0,0
2813,541,189,-4,21,542,188,-6,40
2814,538,199,-3,10,538,198,-4,10
2815,535,202,-3,3,534,202,-4,4
2816,532,206,-3,4,530,206,-4,4
2817,526,206,-6,0,524,206,-6,0
2818,499,171,-27,-35,498,170,-26,-36
2819,475,145,-24,-26,498,170,0,0
2820,459,127,-16,-18,458,124,-40,-46
2821,444,112,-15,-15,444,112,-14,-12
2822,430,102,-14,-10,430,100,-14,-12
2823,418,95,-12,-7,430,100,0,0
2824,411,91,-7,-4,410,90,-20,-10
2825,401,89,-10,-2,402,88,-8,-2
2826,395,84,-6,-5,402,88,0,0
2827,388,71,-7,-13,402,88,0,0
2828,383,58,-5,-13,402,88,0,0
2829,377,49,-6,-9,402,88,0,0
2830,372,43,-5,-6,402,88,0,0
2831,367,37,-5,-6,402,88,0,0
2832,370,33,3,-4,402,88,0,0
2833,374,32,4,-1,612,240,210,152
2834,379,32,5,0,612,240,0,0
2835,384,32,5,0,382,32,-230,-208
2836,388,34,4,2,382,32,0,0
2837,392,36,4,2,392,36,10,4
2838,397,40,5,4,392,36,0,0
2839,403,46,6,6,582,266,190,230
2840,408,52,5,6,408,52,-174,-214
2841,414,60,6,8,414,60,6,8
2842,420,69,6,9,414,60,0,0
2843,426,80,6,11,414,60,0,0
2844,432,91,6,11,432,90,18,30
2845,439,105,7,14,438,104,6,14
2846,445,120,6,15,444,120,6,16
2847,451,137,6,17,452,136,8,16
2848,459,157,8,20,458,156,6,20
2849,465,175,6,18,466,174,8,18
2850,473,189,8,14,472,190,6,16
2851,479,187,6,-2,480,188,8,-2
2852,485,188,6,1,486,188,6,0
2853,498,188,13,0,486,188,0,0
2854,508,176,10,-12,506,176,20,-12
2855,526,149,18,-27,526,148,20,-28
2856,541,130,15,-19,540,130,14,-18
2857,554,115,13,-15,554,114,14,-16
2858,564,104,10,-11,564,104,10,-10
2859,574,98,10,-6,572,98,8,-6
2860,582,93,8,-5,582,92,10,-6
2861,588,91,6,-2,614,262,32,170
2862,593,85,5,-6,614,262,0,0
2863,599,72,6,-13,598,72,-16,-190
2864,605,59,6,-13,604,60,6,-12
2865,609,51,4,-8,608,50,4,-10
2866,612,43,3,-8,612,44,4,-6
2867,617,38,5,-5,612,44,0,0
2868,613,37,-4,-1,612,44,0,0
2869,607,38,-6,1,612,44,0,0
2870,602,39,-5,1,602,38,-10,-6
2871,597,41,-5,2,602,38,0,0
2872,593,45,-4,4,602,38,0,0
2873,587,50,-6,5,602,38,0,0
2874,582,56,-5,6,582,56,-20,18
2875,576,64,-6,8,576,62,-6,6
2876,570,72,-6,8,570,72,-6,10
2877,563,82,-7,10,562,82,-8,10
2878,556,94,-7,12,556,92,-6,10
2879,549,106,-7,12,548,106,-8,14
2880,543,121,-6,15,542,122,-6,16
2881,535,138,-8,17,534,138,-8,16
2882,528,156,-7,18,528,156,-6,18
2883,520,175,-8,19,520,176,-8,20
2884,512,190,-8,15,512,190,-8,14
2885,505,189,-7,-1,504,190,-8,0
2886,496,192,-9,3,504,190,0,0
2887,496,192,0,0,504,190,0,0
2888,466,164,-30,-28,466,164,-38,-26
2889,445,136,-21,-28,446,136,-20,-28
2890,428,116,-17,-20,446,136,0,0
2891,416,105,-12,-11,416,104,-30,-32
2892,416,105,0,0,416,104,0,0
2893,397,91,-19,-14,416,104,0,0
2894,388,88,-9,-3,416,104,0,0
2895,382,81,-6,-7,416,104,0,0
2896,376,68,-6,-13,376,68,-40,-36
2897,370,56,-6,-12,376,68,0,0
2898,365,47,-5,-9,376,68,0,0
2899,360,40,-5,-7,376,68,0,0
2900,356,36,-4,-4,376,68,0,0
2901,352,36,-4,0,376,68,0,0
2902,347,40,-5,4,376,68,0,0
2903,341,45,-6,5,340,44,-36,-24
2904,337,50,-4,5,336,50,-4,6
2905,332,57,-5,7,332,56,-4,6
2906,326,65,-6,8,332,56,0,0
2907,320,76,-6,11,556,226,224,170
2908,315,88,-5,12,314,88,-242,-138
2909,309,101,-6,13,308,100,-6,12
2910,303,116,-6,15,302,116,-6,16
2911,297,133,-6,17,296,132,-6,16
2912,291,153,-6,20,290,152,-6,20
2913,284,175,-7,22,284,174,-6,22
2914,278,201,-6,26,284,174,0,0
2915,272,226,-6,25,284,174,0,0
2916,265,255,-7,29,264,254,-20,80
2917,258,287,-7,32,264,254,0,0
2918,251,323,-7,36,250,322,-14,68
2919,243,366,-8,43,242,366,-8,44
2920,237,407,-6,41,236,406,-6,40
2921,231,447,-6,40,230,446,-6,40
2922,224,492,-7,45,524,306,294,-140
2923,218,540,-6,48,524,306,0,0
2924,218,540,0,0,524,306,0,0
2925,218,540,0,0,526,306,2,0
2926,218,540,0,0,42,108,-484,-198
2927,218,540,0,0,526,308,484,200
2928,218,540,0,0,526,308,0,0
2929,218,540,0,0,526,308,0,0
2930,218,540,0,0,526,308,0,0
2931,218,540,0,0,526,308,0,0
2932,218,540,0,0,526,308,0,0
2933,218,540,0,0,526,308,0,0
2934,218,540,0,0,526,308,0,0
2935,218,540,0,0,526,308,0,0
2936,218,540,0,0,44,108,-482,-200
2937,218,540,0,0,44,108,0,0
2938,218,540,0,0,44,108,0,0
2939,218,540,0,0,44,108,0,0
2940,218,540,0,0,44,108,0,0
2941,218,540,0,0,44,108,0,0
2942,218,540,0,0,44,108,0,0
2943,218,540,0,0,44,108,0,0
2944,218,540,0,0,44,108,0,0
2945,218,540,0,0,462,292,418,184
2946,218,540,0,0,462,292,0,0
2947,218,540,0,0,44,108,-418,-184
2948,218,540,0,0,44,108,0,0
2949,218,540,0,0,44,108,0,0
2950,218,540,0,0,44,108,0,0
2951,218,540,0,0,44,108,0,0
2952,218,540,0,0,44,108,0,0
2953,218,540,0,0,44,108,0,0
2954,218,540,0,0,44,108,0,0
2955,218,540,0,0,44,108,0,0
2956,218,540,0,0,44,108,0,0
2957,218,540,0,0,464,290,420,182
2958,218,540,0,0,464,290,0,0
2959,218,540,0,0,464,290,0,0
2960,218,540,0,0,464,290,0,0
2961,218,540,0,0,466,290,2,0
2962,218,540,0,0,466,290,0,0
2963,218,540,0,0,466,290,0,0
2964,218,540,0,0,466,290,0,0
2965,218,540,0,0,466,290,0,0
2966,218,540,0,0,468,290,2,0
2967,218,540,0,0,468,292,0,2
2968,218,540,0,0,468,292,0,0
2969,218,540,0,0,44,108,-424,-184
2970,218,540,0,0,44,108,0,0
2971,218,540,0,0,44,108,0,0
2972,218,540,0,0,44,108,0,0
2973,218,540,0,0,44,108,0,0
2974,218,540,0,0,44,108,0,0
2975,218,540,0,0,44,108,0,0
2976,218,540,0,0,44,108,0,0
2977,218,540,0,0,44,108,0,0
2978,218,540,0,0,44,108,0,0
2979,218,540,0,0,44,108,0,0
2980,218,540,0,0,44,108,0,0
2981,218,540,0,0,44,108,0,0
2982,218,540,0,0,44,108,0,0
2983,218,540,0,0,44,108,0,0
2984,218,540,0,0,44,108,0,0
2985,218,540,0,0,44,108,0,0
2986,218,540,0,0,44,108,0,0
2987,218,540,0,0,44,108,0,0
2988,218,540,0,0,44,108,0,0
2989,218,540,0,0,44,108,0,0
2990,218,540,0,0,44,108,0,0
2991,218,540,0,0,44,108,0,0
2992,218,540,0,0,44,108,0,0
2993,218,540,0,0,44,108,0,0
2994,218,540,0,0,44,108,0,0
2995,218,540,0,0,44,108,0,0
2996,218,540,0,0,470,290,426,182
2997,218,540,0,0,42,108,-428,-182
2998,218,540,0,0,42,108,0,0
2999,218,540,0,0,42,108,0,0
3000,218,540,0,0,42,108,0,0
3001,218,540,0,0,42,108,0,0
3002,218,540,0,0,42,108,0,0
3003,218,540,0,0,42,108,0,0
3004,218,540,0,0,42,108,0,0
3005,218,540,0,0,42,108,0,0
3006,218,540,0,0,42,108,0,0
3007,218,540,0,0,42,108,0,0
3008,218,540,0,0,474,258,432,150
3009,474,257,256,-283,474,256,0,-2
3010,475,257,1,0,474,256,0,0
3011,475,257,0,0,474,256,0,0
3012,475,257,0,0,476,256,2,0
3013,477,257,2,0,476,256,0,0
3014,477,257,0,0,476,256,0,0
3015,477,257,0,0,476,256,0,0
3016,477,257,0,0,476,256,0,0
3017,477,257,0,0,478,256,2,0
3018,479,257,2,0,478,256,0,0
3019,479,257,0,0,478,256,0,0
3020,479,257,0,0,480,256,2,0
3021,481,257,2,0,480,256,0,0
3022,483,257,2,0,482,256,2,0
3023,483,257,0,0,482,256,0,0
3024,483,257,0,0,484,256,2,0
3025,483,257,0,0,482,256,-2,0
3026,474,257,-9,0,474,256,-8,0
3027,459,257,-15,0,458,256,-16,0
3028,437,257,-22,0,436,256,-22,0
3029,408,257,-29,0,408,256,-28,0
3030,373,257,-35,0,374,256,-34,0
3031,339,257,-34,0,338,256,-36,0
3032,315,257,-24,0,314,256,-24,0
3033,303,257,-12,0,302,256,-12,0
3034,301,257,-2,0,300,256,-2,0
3035,305,257,4,0,306,256,6,0
3036,320,257,15,0,320,256,14,0
3037,337,257,17,0,336,256,16,0
3038,353,257,16,0,352,256,16,0
3039,359,257,6,0,358,256,6,0
3040,347,257,-12,0,346,256,-12,0
3041,347,257,0,0,346,256,0,0
3042,299,243,-48,-14,298,242,-48,-14
3043,323,230,24,-13,322,230,24,-12
3044,344,217,21,-13,322,230,0,0
3045,360,186,16,-31,360,186,38,-44
3046,374,162,14,-24,374,162,14,-24
3047,394,135,20,-27,374,162,0,0
3048,401,124,7,-11,374,162,0,0
3049,414,109,13,-15,414,108,40,-54
3050,424,100,10,-9,506,190,92,82
3051,434,92,10,-8,520,212,14,22
3052,444,87,10,-5,520,212,0,0
3053,454,82,10,-5,454,82,-66,-130
3054,462,80,8,-2,462,80,8,-2
3055,470,80,8,0,470,78,8,-2
3056,478,80,8,0,536,270,66,192
3057,484,82,6,2,536,270,0,0
3058,491,79,7,-3,492,78,-44,-192
3059,498,69,7,-10,492,78,0,0
3060,504,60,6,-9,708,156,216,78
3061,509,53,5,-7,708,156,0,0
3062,515,48,6,-5,708,156,0,0
3063,522,44,7,-4,538,286,-170,130
3064,527,43,5,-1,708,156,170,-130
3065,533,46,6,3,708,156,0,0
3066,539,51,6,5,708,156,0,0
3067,546,57,7,6,708,156,0,0
3068,552,66,6,9,552,64,-156,-92
3069,559,74,7,8,558,72,6,8
3070,566,83,7,9,566,82,8,10
3071,573,95,7,12,574,94,8,12
3072,581,109,8,14,582,108,8,14
3073,589,124,8,15,708,156,126,48
3074,596,141,7,17,596,142,-112,-14
3075,604,162,8,21,604,162,8,20
3076,613,184,9,22,708,156,104,-6
3077,623,209,10,25,622,208,-86,52
3078,632,227,9,18,632,226,10,18
3079,644,235,12,8,644,234,12,8
3080,654,242,10,7,654,240,10,6
3081,667,251,13,9,666,250,12,10
3082,679,264,12,13,708,156,42,-94
3083,690,277,11,13,708,156,0,0
3084,659,232,-31,-45,708,156,0,0
3085,631,198,-28,-34,630,198,-78,42
3086,606,170,-25,-28,606,170,-24,-28
3087,584,147,-22,-23,584,148,-22,-22
3088,561,127,-23,-20,560,126,-24,-22
3089,546,117,-15,-10,546,116,-14,-10
3090,529,105,-17,-12,708,156,162,40
3091,514,97,-15,-8,514,96,-194,-60
3092,499,91,-15,-6,498,90,-16,-6
3093,485,87,-14,-4,708,156,210,66
3094,472,84,-13,-3,708,156,0,0
3095,460,83,-12,-1,708,156,0,0
3096,449,83,-11,0,708,156,0,0
3097,439,84,-10,1,708,156,0,0
3098,428,86,-11,2,428,86,-280,-70
3099,417,89,-11,3,708,156,280,70
3100,410,83,-7,-6,708,156,0,0
3101,400,72,-10,-11,708,156,0,0
3102,391,62,-9,-10,708,156,0,0
3103,383,55,-8,-7,708,156,0,0
3104,375,49,-8,-6,708,156,0,0
3105,367,44,-8,-5,708,156,0,0
3106,361,41,-6,-3,708,156,0,0
3107,356,40,-5,-1,708,156,0,0
3108,359,44,3,4,708,156,0,0
3109,362,50,3,6,708,156,0,0
3110,364,56,2,6,708,156,0,0
3111,368,66,4,10,368,66,-340,-90
3112,372,76,4,10,708,156,340,90
3113,374,85,2,9,374,84,-334,-72
3114,378,99,4,14,378,98,4,14
3115,380,114,2,15,708,156,330,58
3116,385,131,5,17,708,156,0,0
3117,390,149,5,18,390,150,-318,-6
3118,395,175,5,26,396,174,6,24
3119,400,195,5,20,400,194,4,20
3120,404,222,4,27,404,222,4,28
3121,410,240,6,18,408,240,4,18
3122,414,247,4,7,414,246,6,6
3123,418,256,4,9,418,256,4,10
3124,423,267,5,11,424,266,6,10
3125,429,280,6,13,708,156,284,-110
3126,436,296,7,16,708,156,0,0
3127,442,276,6,-20,708,156,0,0
3128,447,240,5,-36,446,240,-262,84
3129,453,207,6,-33,452,206,6,-34
3130,460,178,7,-29,458,178,6,-28
3131,466,158,6,-20,464,158,6,-20
3132,472,140,6,-18,472,140,8,-18
3133,478,126,6,-14,478,126,6,-14
3134,485,115,7,-11,708,156,230,30
3135,493,107,8,-8,492,106,-216,-50
3136,499,101,6,-6,498,100,6,-6
3137,505,96,6,-5,504,96,6,-4
3138,511,94,6,-2,510,92,6,-4
3139,516,92,5,-2,516,92,6,0
3140,522,92,6,0,522,92,6,0
3141,527,93,5,1,708,156,186,64
3142,534,95,7,2,708,156,0,0
3143,539,99,5,4,708,156,0,0
3144,544,102,5,3,708,156,0,0
3145,549,92,5,-10,708,156,0,0
3146,556,80,7,-12,708,156,0,0
3147,560,71,4,-9,708,156,0,0
3148,566,63,6,-8,540,314,-168,158
3149,571,55,5,-8,708,156,168,-158
3150,577,49,6,-6,708,156,0,0
3151,581,46,4,-3,768,242,60,86
3152,585,47,4,1,768,242,0,0
3153,591,55,6,8,768,242,0,0
3154,597,65,6,10,768,242,0,0
3155,604,77,7,12,768,242,0,0
3156,611,91,7,14,768,242,0,0
3157,616,106,5,15,768,242,0,0
3158,621,126,5,20,768,242,0,0
3159,629,146,8,20,768,242,0,0
3160,635,168,6,22,768,242,0,0
3161,643,191,8,23,642,190,-126,-52
3162,649,219,6,28,650,218,8,28
3163,658,241,9,22,656,240,6,22
3164,666,250,8,9,768,242,112,2
3165,678,263,12,13,768,242,0,0
3166,690,281,12,18,690,280,-78,38
3167,699,296,9,15,690,280,0,0
3168,712,319,13,23,690,280,0,0
3169,725,345,13,26,690,280,0,0
3170,738,375,13,30,690,280,0,0
3171,752,410,14,35,690,280,0,0
3172,768,450,16,40,768,242,78,-38
3173,784,495,16,45,768,242,0,0
3174,799,540,15,45,768,242,0,0
3175,799,540,0,0,768,242,0,0
3176,799,540,0,0,768,242,0,0
3177,799,540,0,0,768,242,0,0
3178,799,540,0,0,768,242,0,0
3179,799,540,0,0,768,242,0,0
3180,799,540,0,0,768,242,0,0
3181,799,540,0,0,768,242,0,0
3182,799,540,0,0,768,242,0,0
3183,799,540,0,0,768,242,0,0
3184,799,540,0,0,768,242,0,0
3185,799,540,0,0,768,242,0,0
3186,799,540,0,0,768,242,0,0
3187,799,540,0,0,768,242,0,0
3188,799,540,0,0,768,242,0,0
3189,799,540,0,0,768,242,0,0
3190,799,540,0,0,768,242,0,0
3191,799,540,0,0,768,242,0,0
3192,799,540,0,0,768,242,0,0
3193,799,540,0,0,768,242,0,0
3194,799,540,0,0,894,104,126,-138
3195,799,540,0,0,894,104,0,0
3196,799,540,0,0,918,104,24,0
3197,799,540,0,0,918,104,0,0
3198,799,540,0,0,918,104,0,0
3199,799,540,0,0,894,106,-24,2
3200,799,540,0,0,894,104,0,-2
3201,799,540,0,0,918,104,24,0
3202,799,540,0,0,894,104,-24,0
3203,799,540,0,0,894,108,0,4
3204,799,540,0,0,894,108,0,0
3205,799,540,0,0,894,108,0,0
3206,799,540,0,0,918,104,24,-4
3207,799,540,0,0,918,104,0,0
3208,799,540,0,0,918,104,0,0
3209,799,540,0,0,918,104,0,0
3210,799,540,0,0,918,104,0,0
3211,799,540,0,0,918,104,0,0
3212,799,540,0,0,918,104,0,0
3213,799,540,0,0,918,104,0,0
3214,799,540,0,0,894,108,-24,4
3215,799,540,0,0,894,108,0,0
3216,799,540,0,0,918,104,24,-4
3217,799,540,0,0,894,108,-24,4
3218,799,540,0,0,918,104,24,-4
3219,799,540,0,0,918,104,0,0
3220,799,540,0,0,918,104,0,0
3221,799,540,0,0,918,104,0,0
3222,799,540,0,0,918,104,0,0
3223,799,540,0,0,894,108,-24,4
3224,799,540,0,0,918,104,24,-4
3225,799,540,0,0,918,104,0,0
3226,799,540,0,0,918,104,0,0
3227,799,540,0,0,918,104,0,0
3228,799,540,0,0,918,104,0,0
3229,799,540,0,0,918,104,0,0
3230,799,540,0,0,918,104,0,0
3231,799,540,0,0,918,104,0,0
3232,799,540,0,0,918,104,0,0
3233,799,540,0,0,918,104,0,0
3234,799,540,0,0,918,104,0,0
3235,799,540,0,0,918,104,0,0
3236,799,540,0,0,918,104,0,0
3237,799,540,0,0,918,104,0,0
3238,799,540,0,0,918,104,0,0
3239,799,540,0,0,918,104,0,0
3240,799,540,0,0,918,104,0,0
3241,799,540,0,0,894,104,-24,0
3242,799,540,0,0,918,104,24,0
3243,799,540,0,0,918,104,0,0
3244,799,540,0,0,918,104,0,0
3245,799,540,0,0,918,104,0,0
3246,799,540,0,0,918,104,0,0
3247,799,540,0,0,918,104,0,0
3248,799,540,0,0,918,104,0,0
3249,799,540,0,0,918,104,0,0
3250,799,540,0,0,918,104,0,0
3251,799,540,0,0,918,104,0,0
3252,799,540,0,0,894,108,-24,4
3253,799,540,0,0,894,108,0,0
3254,799,540,0,0,894,108,0,0
3255,799,540,0,0,894,108,0,0
3256,799,540,0,0,894,108,0,0
3257,799,540,0,0,918,104,24,-4
3258,799,540,0,0,918,104,0,0
3259,799,540,0,0,918,104,0,0
3260,799,540,0,0,894,108,-24,4
3261,799,540,0,0,918,104,24,-4
3262,799,540,0,0,918,104,0,0
3263,799,540,0,0,894,104,-24,0
3264,799,540,0,0,918,104,24,0
3265,799,540,0,0,918,104,0,0
3266,799,540,0,0,918,104,0,0
3267,799,540,0,0,918,104,0,0
3268,799,540,0,0,918,104,0,0
3269,799,540,0,0,918,104,0,0
3270,799,540,0,0,918,104,0,0
3271,799,540,0,0,918,104,0,0
3272,799,540,0,0,488,282,-430,178
3273,799,540,0,0,488,282,0,0
3274,799,540,0,0,488,282,0,0
3275,799,540,0,0,488,282,0,0
3276,799,540,0,0,488,282,0,0
3277,799,540,0,0,488,282,0,0
3278,799,540,0,0,488,282,0,0
3279,487,257,-312,-283,486,256,-2,-26
3280,487,257,0,0,486,256,0,0
3281,487,257,0,0,486,256,0,0
3282,487,257,0,0,486,256,0,0
3283,487,257,0,0,486,256,0,0
3284,487,257,0,0,486,256,0,0
3285,487,257,0,0,486,256,0,0
3286,487,257,0,0,486,256,0,0
3287,487,257,0,0,486,256,0,0
3288,487,257,0,0,486,256,0,0
3289,487,257,0,0,488,256,2,0
3290,490,257,3,0,490,256,2,0
3291,495,257,5,0,494,256,4,0
3292,501,257,6,0,502,256,8,0
3293,507,257,6,0,506,256,4,0
3294,511,257,4,0,512,256,6,0
3295,517,257,6,0,516,256,4,0
3296,518,257,1,0,518,256,2,0
3297,519,257,1,0,518,256,0,0
3298,517,257,-2,0,516,256,-2,0
3299,505,257,-12,0,506,256,-10,0
3300,481,257,-24,0,480,256,-26,0
3301,439,257,-42,0,438,256,-42,0
3302,391,257,-48,0,390,256,-48,0
3303,345,257,-46,0,344,256,-46,0
3304,307,257,-38,0,306,256,-38,0
3305,287,257,-20,0,286,256,-20,0
3306,284,257,-3,0,268,316,-18,60
3307,287,257,3,0,272,314,4,-2
3308,303,257,16,0,302,256,30,-58
3309,325,257,22,0,324,256,22,0
3310,351,257,26,0,350,256,26,0
3311,377,257,26,0,376,256,26,0
3312,411,257,34,0,410,256,34,0
3313,451,257,40,0,450,256,40,0
3314,495,257,44,0,494,256,44,0
3315,532,257,37,0,532,256,38,0
3316,561,257,29,0,562,256,30,0
3317,581,257,20,0,580,256,18,0
3318,591,257,10,0,590,256,10,0
3319,597,257,6,0,596,256,6,0
3320,601,257,4,0,602,256,6,0
3321,609,257,8,0,608,256,6,0
3322,615,257,6,0,616,256,8,0
3323,620,257,5,0,620,256,4,0
3324,621,257,1,0,620,256,0,0
3325,621,257,0,0,620,256,0,0
3326,618,257,-3,0,618,256,-2,0
3327,615,257,-3,0,614,256,-4,0
3328,613,257,-2,0,612,256,-2,0
3329,619,257,6,0,618,256,6,0
3330,650,253,31,-4,798,404,180,148
3331,636,248,-14,-5,636,248,-162,-156
3332,590,238,-46,-10,590,236,-46,-12
3333,550,227,-40,-11,550,226,-40,-10
3334,519,196,-31,-31,518,196,-32,-30
3335,488,169,-31,-27,488,168,-30,-28
3336,463,148,-25,-21,488,168,0,0
3337,442,132,-21,-16,442,132,-46,-36
3338,420,117,-22,-15,420,118,-22,-14
3339,401,108,-19,-9,402,108,-18,-10
3340,385,100,-16,-8,384,100,-18,-8
3341,369,96,-16,-4,368,96,-16,-4
3342,351,91,-18,-5,368,96,0,0
3343,340,90,-11,-1,368,96,0,0
3344,328,91,-12,1,328,90,-40,-6
3345,317,92,-11,1,316,90,-12,0
3346,307,95,-10,3,316,90,0,0
3347,296,98,-11,3,316,90,0,0
3348,288,102,-8,4,288,102,-28,12
3349,277,108,-11,6,276,108,-12,6
3350,270,113,-7,5,268,112,-8,4
3351,263,121,-7,8,268,112,0,0
3352,256,127,-7,6,268,112,0,0
3353,250,136,-6,9,268,112,0,0
3354,244,144,-6,8,268,112,0,0
3355,238,153,-6,9,268,112,0,0
3356,233,162,-5,9,268,112,0,0
3357,227,156,-6,-6,268,112,0,0
3358,219,142,-8,-14,268,112,0,0
3359,212,132,-7,-10,268,112,0,0
3360,207,125,-5,-7,916,106,648,-6
3361,200,116,-7,-9,722,142,-194,36
3362,195,110,-5,-6,194,110,-528,-32
3363,189,105,-6,-5,918,104,724,-6
3364,183,100,-6,-5,918,106,0,2
3365,178,97,-5,-3,916,106,-2,0
3366,173,93,-5,-4,918,104,2,-2
3367,168,91,-5,-2,918,108,0,4
3368,165,90,-3,-1,918,108,0,0
3369,160,91,-5,1,918,108,0,0
3370,156,92,-4,1,918,108,0,0
3371,153,93,-3,1,918,108,0,0
3372,149,96,-4,3,918,108,0,0
3373,146,99,-3,3,918,104,0,-4
3374,142,104,-4,5,918,108,0,4
3375,139,109,-3,5,918,108,0,0
3376,139,109,0,0,918,108,0,0
3377,135,119,-4,10,918,108,0,0
3378,131,118,-4,-1,918,108,0,0
3379,127,112,-4,-6,126,112,-792,4
3380,122,106,-5,-6,126,112,0,0
3381,118,101,-4,-5,126,112,0,0
3382,118,101,0,0,126,112,0,0
3383,112,94,-6,-7,126,112,0,0
3384,108,93,-4,-1,916,108,790,-4
3385,106,91,-2,-2,916,108,0,0
3386,102,90,-4,-1,916,108,0,0
3387,100,90,-2,0,916,108,0,0
3388,100,90,0,0,98,92,-818,-16
3389,95,92,-5,2,98,92,0,0
3390,95,92,0,0,92,94,-6,2
3391,91,98,-4,6,92,94,0,0
3392,89,102,-2,4,458,306,366,212
3393,87,106,-2,4,458,306,0,0
3394,84,102,-3,-4,458,306,0,0
3395,82,98,-2,-4,458,306,0,0
3396,82,98,0,0,458,306,0,0
3397,82,98,0,0,458,306,0,0
3398,82,98,0,0,458,306,0,0
3399,82,98,0,0,916,106,458,-200
3400,82,98,0,0,916,106,0,0
3401,82,98,0,0,916,106,0,0
3402,82,98,0,0,916,106,0,0
3403,82,98,0,0,916,108,0,2
3404,82,98,0,0,916,106,0,-2
3405,82,98,0,0,918,106,2,0
3406,82,98,0,0,918,106,0,0
3407,82,98,0,0,918,106,0,0
3408,82,98,0,0,918,108,0,2
3409,82,98,0,0,918,108,0,0
3410,82,98,0,0,918,108,0,0
3411,82,98,0,0,918,108,0,0
3412,82,98,0,0,918,104,0,-4
3413,82,98,0,0,918,108,0,4
3414,82,98,0,0,918,108,0,0
3415,82,98,0,0,918,108,0,0
3416,82,98,0,0,918,108,0,0
3417,82,98,0,0,918,108,0,0
3418,82,98,0,0,918,104,0,-4
3419,82,98,0,0,918,104,0,0
3420,33,88,-49,-10,768,242,-150,138
3421,33,88,0,0,768,242,0,0
3422,33,88,0,0,918,108,150,-134
3423,33,88,0,0,768,242,-150,134
3424,33,88,0,0,768,242,0,0
3425,33,88,0,0,918,104,150,-138
3426,33,88,0,0,768,242,-150,138
3427,33,88,0,0,768,242,0,0
3428,33,88,0,0,768,242,0,0
3429,33,88,0,0,768,242,0,0
3430,33,88,0,0,918,104,150,-138
3431,18,86,-15,-2,768,242,-150,138
3432,18,86,0,0,768,242,0,0
3433,18,86,0,0,768,242,0,0
3434,18,86,0,0,768,242,0,0
3435,18,86,0,0,768,242,0,0
3436,18,86,0,0,768,242,0,0
3437,18,86,0,0,768,242,0,0
3438,18,86,0,0,768,242,0,0
3439,18,86,0,0,768,242,0,0
3440,18,86,0,0,768,242,0,0
3441,18,86,0,0,768,242,0,0
3442,18,86,0,0,768,242,0,0
3443,495,52,477,-34,460,306,-308,64
3444,503,52,8,0,460,306,0,0
3445,511,52,8,0,460,306,0,0
3446,521,52,10,0,520,50,60,-256
3447,531,52,10,0,768,242,248,192
3448,540,52,9,0,768,242,0,0
3449,548,52,8,0,768,242,0,0
3450,555,52,7,0,768,242,0,0
3451,549,53,-6,1,768,242,0,0
3452,543,65,-6,12,768,242,0,0
3453,539,79,-4,14,768,242,0,0
3454,536,81,-3,2,768,242,0,0
3455,533,79,-3,-2,768,242,0,0
3456,530,77,-3,-2,530,76,-238,-166
3457,526,77,-4,0,768,242,238,166
3458,522,77,-4,0,522,76,-246,-166
3459,518,79,-4,2,768,242,246,166
3460,514,80,-4,1,768,242,0,0
3461,510,85,-4,5,510,84,-258,-158
3462,506,90,-4,5,506,90,-4,6
3463,502,96,-4,6,768,242,262,152
3464,498,104,-4,8,498,104,-270,-138
3465,493,113,-5,9,492,112,-6,8
3466,489,124,-4,11,488,124,-4,12
3467,485,135,-4,11,484,136,-4,12
3468,480,149,-5,14,480,148,-4,12
3469,475,165,-5,16,474,164,-6,16
3470,469,184,-6,19,468,184,-6,20
3471,465,184,-4,0,464,184,-4,0
3472,461,183,-4,-1,460,182,-4,-2
3473,455,183,-6,0,454,182,-6,0
3474,450,184,-5,1,524,332,70,150
3475,445,187,-5,3,444,186,-80,-146
3476,435,191,-10,4,768,242,324,56
3477,426,158,-9,-33,426,158,-342,-84
3478,417,137,-9,-21,418,138,-8,-20
3479,408,118,-9,-19,408,118,-10,-20
3480,408,118,0,0,768,242,360,124
3481,396,98,-12,-20,396,98,-372,-144
