,Color_x,Color_y,C_mouvement_x,C_mouvement_y,Hough_x,Hough_y,H_mouvement_x,H_mouvement_y
3482,391,92,-5,-6,768,242,372,144
3483,388,89,-3,-3,768,242,0,0
3484,384,87,-4,-2,768,242,0,0
3485,381,71,-3,-16,768,242,0,0
3486,377,58,-4,-13,768,242,0,0
3487,375,49,-2,-9,768,242,0,0
3488,373,42,-2,-7,768,242,0,0
3489,370,35,-3,-7,768,242,0,0
3490,371,34,1,-1,768,242,0,0
3491,376,36,5,2,768,242,0,0
3492,381,41,5,5,768,242,0,0
3493,388,45,7,4,388,44,-380,-198
3494,393,50,5,5,392,50,4,6
3495,400,58,7,8,398,58,6,8
3496,406,66,6,8,404,66,6,8
3497,412,76,6,10,412,74,8,8
3498,419,88,7,12,418,86,6,12
3499,426,100,7,12,426,100,8,14
3500,432,115,6,15,432,114,6,14
3501,441,133,9,18,440,132,8,18
3502,449,153,8,20,448,152,8,20
3503,457,171,8,18,456,170,8,18
3504,466,194,9,23,466,194,10,24
3505,474,202,8,8,474,202,8,8
3506,483,206,9,4,482,206,8,4
3507,492,212,9,6,492,212,10,6
3508,502,220,10,8,502,220,10,8
3509,514,230,12,10,502,220,0,0
3510,514,188,0,-42,514,188,12,-32
3511,517,155,3,-33,516,154,2,-34
3512,518,132,1,-23,518,132,2,-22
3513,518,115,0,-17,518,114,0,-18
3514,520,103,2,-12,520,102,2,-12
3515,521,94,1,-9,520,102,0,0
3516,521,89,0,-5,520,88,0,-14
3517,522,85,1,-4,522,86,2,-2
3518,522,86,0,1,522,86,0,0
3519,523,70,1,-16,522,86,0,0
3520,523,70,0,0,524,56,2,-30
3521,523,46,0,-24,524,56,0,0
3522,524,38,1,-8,524,56,0,0
3523,524,38,0,0,524,56,0,0
3524,525,29,1,-9,524,56,0,0
3525,523,29,-2,0,524,56,0,0
3526,522,30,-1,1,524,56,0,0
3527,521,34,-1,4,522,32,-2,-24
3528,520,37,-1,3,520,36,-2,4
3529,518,41,-2,4,520,36,0,0
3530,517,47,-1,6,520,36,0,0
3531,516,53,-1,6,520,36,0,0
3532,514,63,-2,10,514,62,-6,26
3533,512,73,-2,10,512,72,-2,10
3534,510,85,-2,12,510,84,-2,12
3535,509,98,-1,13,508,98,-2,14
3536,507,113,-2,15,508,98,0,0
3537,505,129,-2,16,504,130,-4,32
3538,503,148,-2,19,502,148,-2,18
3539,501,169,-2,21,500,170,-2,22
3540,499,193,-2,24,498,192,-2,22
3541,496,219,-3,26,496,218,-2,26
3542,494,223,-2,4,494,224,-2,6
3543,492,227,-2,4,492,226,-2,2
3544,489,230,-3,3,488,230,-4,4
3545,487,237,-2,7,486,236,-2,6
3546,480,233,-7,-4,486,236,0,0
3547,464,190,-16,-43,464,190,-22,-46
3548,451,161,-13,-29,452,160,-12,-30
3549,442,139,-9,-22,442,138,-10,-22
3550,433,121,-9,-18,432,120,-10,-18
3551,426,111,-7,-10,426,110,-6,-10
3552,420,102,-6,-9,420,102,-6,-8
3553,416,96,-4,-6,416,96,-4,-6
3554,411,93,-5,-3,410,92,-6,-4
3555,407,91,-4,-2,410,92,0,0
3556,404,83,-3,-8,410,92,0,0
3557,400,68,-4,-15,400,68,-10,-24
3558,397,58,-3,-10,396,58,-4,-10
3559,394,48,-3,-10,394,48,-2,-10
3560,391,41,-3,-7,392,40,-2,-8
3561,389,35,-2,-6,582,192,190,152
3562,386,33,-3,-2,582,192,0,0
3563,385,32,-1,-1,582,192,0,0
3564,381,33,-4,1,574,234,-8,42
3565,379,34,-2,1,574,234,0,0
3566,376,36,-3,2,568,260,-6,26
3567,374,40,-2,4,372,40,-196,-220
3568,370,46,-4,6,372,40,0,0
3569,367,52,-3,6,372,40,0,0
3570,364,61,-3,9,364,60,-8,20
3571,361,71,-3,10,360,70,-4,10
3572,357,82,-4,11,358,82,-2,12
3573,355,97,-2,15,358,82,0,0
3574,351,109,-4,12,350,108,-8,26
3575,349,126,-2,17,348,126,-2,18
3576,345,144,-4,18,344,144,-4,18
3577,342,165,-3,21,342,164,-2,20
3578,339,187,-3,22,338,188,-4,24
3579,336,212,-3,25,336,212,-2,24
3580,332,237,-4,25,332,236,-4,24
3581,328,238,-4,1,328,238,-4,2
3582,322,241,-6,3,322,240,-6,2
3583,317,245,-5,4,316,244,-6,4
3584,311,251,-6,6,310,250,-6,6
3585,318,228,7,-23,318,228,8,-22
3586,335,186,17,-42,334,184,16,-44
3587,348,155,13,-31,348,154,14,-30
3588,359,133,11,-22,348,154,0,0
3589,369,115,10,-18,368,114,20,-40
3590,378,100,9,-15,378,100,10,-14
3591,379,100,1,0,378,100,0,0
3592,386,93,7,-7,386,92,8,-8
3593,392,89,6,-4,386,92,0,0
3594,397,89,5,0,386,92,0,0
3595,400,74,3,-15,386,92,0,0
3596,403,61,3,-13,386,92,0,0
3597,405,49,2,-12,386,92,0,0
3598,407,41,2,-8,408,40,22,-52
3599,410,33,3,-8,408,40,0,0
3600,412,28,2,-5,470,276,62,236
3601,405,31,-7,3,470,276,0,0
3602,396,37,-9,6,470,276,0,0
3603,389,44,-7,7,388,44,-82,-232
3604,382,52,-7,8,388,44,0,0
3605,372,63,-10,11,372,62,-16,18
3606,363,75,-9,12,372,62,0,0
3607,354,88,-9,13,372,62,0,0
3608,345,104,-9,16,344,104,-28,42
3609,334,120,-11,16,478,344,134,240
3610,324,142,-10,22,324,140,-154,-204
3611,311,168,-13,26,324,140,0,0
3612,302,189,-9,21,404,374,80,234
3613,290,218,-12,29,290,216,-114,-158
3614,278,249,-12,31,290,216,0,0
3615,267,282,-11,33,266,280,-24,64
3616,253,321,-14,39,450,194,184,-86
3617,241,358,-12,37,242,358,-208,164
3618,229,402,-12,44,228,402,-14,44
3619,216,449,-13,47,216,450,-12,48
3620,200,504,-16,55,216,450,0,0
3621,200,504,0,0,216,450,0,0
3622,200,504,0,0,216,450,0,0
3623,200,504,0,0,216,450,0,0
3624,200,504,0,0,216,450,0,0
3625,200,504,0,0,44,108,-172,-342
3626,200,504,0,0,44,108,0,0
3627,200,504,0,0,44,108,0,0
3628,200,504,0,0,44,108,0,0
3629,200,504,0,0,44,108,0,0
3630,200,504,0,0,44,108,0,0
3631,200,504,0,0,486,332,442,224
3632,200,504,0,0,44,108,-442,-224
3633,200,504,0,0,44,108,0,0
3634,200,504,0,0,44,108,0,0
3635,200,504,0,0,508,322,464,214
3636,200,504,0,0,44,108,-464,-214
3637,200,504,0,0,44,108,0,0
3638,200,504,0,0,44,108,0,0
3639,200,504,0,0,44,108,0,0
3640,200,504,0,0,44,108,0,0
3641,200,504,0,0,44,108,0,0
3642,200,504,0,0,44,108,0,0
3643,200,504,0,0,44,108,0,0
3644,200,504,0,0,44,108,0,0
3645,200,504,0,0,44,108,0,0
3646,200,504,0,0,44,108,0,0
3647,200,504,0,0,44,108,0,0
3648,200,504,0,0,44,108,0,0
3649,200,504,0,0,44,104,0,-4
3650,200,504,0,0,44,104,0,0
3651,200,504,0,0,44,104,0,0
3652,200,504,0,0,44,104,0,0
3653,200,504,0,0,44,104,0,0
3654,200,504,0,0,474,312,430,208
3655,200,504,0,0,470,310,-4,-2
3656,200,504,0,0,470,310,0,0
3657,200,504,0,0,470,310,0,0
3658,200,504,0,0,470,310,0,0
3659,200,504,0,0,454,300,-16,-10
3660,200,504,0,0,454,300,0,0
3661,200,504,0,0,454,300,0,0
3662,200,504,0,0,454,300,0,0
3663,200,504,0,0,454,296,0,-4
3664,200,504,0,0,456,294,2,-2
3665,200,504,0,0,458,294,2,0
3666,200,504,0,0,460,292,2,-2
3667,200,504,0,0,460,292,0,0
3668,200,504,0,0,460,292,0,0
3669,200,504,0,0,460,292,0,0
3670,200,504,0,0,460,292,0,0
3671,200,504,0,0,44,108,-416,-184
3672,200,504,0,0,44,108,0,0
3673,200,504,0,0,44,108,0,0
3674,200,504,0,0,44,108,0,0
3675,200,504,0,0,44,108,0,0
3676,200,504,0,0,474,292,430,184
3677,200,504,0,0,474,292,0,0
3678,200,504,0,0,476,292,2,0
3679,200,504,0,0,478,292,2,0
3680,200,504,0,0,44,108,-434,-184
3681,200,504,0,0,478,292,434,184
3682,200,504,0,0,478,292,0,0
3683,200,504,0,0,44,108,-434,-184
3684,200,504,0,0,44,108,0,0
3685,200,504,0,0,44,108,0,0
3686,200,504,0,0,44,108,0,0
3687,200,504,0,0,44,108,0,0
3688,200,504,0,0,44,108,0,0
3689,200,504,0,0,44,104,0,-4
3690,200,504,0,0,44,104,0,0
3691,200,504,0,0,478,292,434,188
3692,200,504,0,0,478,292,0,0
3693,200,504,0,0,478,292,0,0
3694,200,504,0,0,478,292,0,0
3695,200,504,0,0,478,292,0,0
3696,200,504,0,0,478,292,0,0
3697,200,504,0,0,478,292,0,0
3698,200,504,0,0,478,292,0,0
3699,200,504,0,0,478,292,0,0
3700,200,504,0,0,478,292,0,0
3701,200,504,0,0,478,292,0,0
3702,200,504,0,0,478,292,0,0
3703,200,504,0,0,478,292,0,0
3704,200,504,0,0,478,292,0,0
3705,200,504,0,0,478,292,0,0
3706,484,51,284,-453,478,292,0,0
3707,479,52,-5,1,478,292,0,0
3708,469,52,-10,0,478,292,0,0
3709,460,52,-9,0,478,292,0,0
3710,450,53,-10,1,478,292,0,0
3711,442,53,-8,0,478,292,0,0
3712,433,52,-9,-1,478,292,0,0
3713,428,52,-5,0,478,292,0,0
3714,437,57,9,5,478,292,0,0
3715,441,74,4,17,478,292,0,0
3716,446,82,5,8,128,108,-350,-184
3717,449,79,3,-3,128,108,0,0
3718,452,77,3,-2,128,108,0,0
3719,456,75,4,-2,128,108,0,0
3720,459,75,3,0,128,108,0,0
3721,463,76,4,1,478,294,350,186
3722,466,78,3,2,128,108,-350,-186
3723,471,80,5,2,470,80,342,-28
3724,475,84,4,4,128,108,-342,28
3725,479,91,4,7,478,90,350,-18
3726,483,98,4,7,482,98,4,8
3727,487,106,4,8,486,106,4,8
3728,492,116,5,10,492,116,6,10
3729,497,127,5,11,496,126,4,10
3730,501,139,4,12,500,138,4,12
3731,505,153,4,14,504,152,4,14
3732,509,169,4,16,510,168,6,16
3733,515,183,6,14,514,182,4,14
3734,519,181,4,-2,518,180,4,-2
3735,524,179,5,-2,524,178,6,-2
3736,529,179,5,0,528,180,4,2
3737,534,181,5,2,128,108,-400,-72
3738,540,184,6,3,540,184,412,76
3739,546,189,6,5,546,188,6,4
3740,552,196,6,7,552,196,6,8
3741,557,204,5,8,556,204,4,8
3742,562,214,5,10,562,214,6,10
3743,568,225,6,11,568,224,6,10
3744,573,237,5,12,572,236,4,12
3745,559,202,-14,-35,558,200,-14,-36
3746,546,171,-13,-31,544,170,-14,-30
3747,534,148,-12,-23,534,148,-10,-22
3748,522,129,-12,-19,522,128,-12,-20
3749,509,111,-13,-18,508,110,-14,-18
3750,500,99,-9,-12,500,98,-8,-12
3751,490,89,-10,-10,490,88,-10,-10
3752,479,80,-11,-9,128,108,-362,20
3753,471,75,-8,-5,470,74,342,-34
3754,462,70,-9,-5,462,70,-8,-4
3755,454,68,-8,-2,454,68,-8,-2
3756,446,66,-8,-2,128,108,-326,40
3757,438,66,-8,0,438,66,310,-42
3758,431,67,-7,1,128,108,-310,42
3759,424,69,-7,2,424,68,296,-40
3760,417,72,-7,3,128,108,-296,40
3761,411,76,-6,4,128,108,0,0
3762,404,80,-7,4,128,108,0,0
3763,398,71,-6,-9,128,108,0,0
3764,391,61,-7,-10,128,108,0,0
3765,385,52,-6,-9,128,108,0,0
3766,380,45,-5,-7,128,108,0,0
3767,374,40,-6,-5,128,108,0,0
3768,369,34,-5,-6,128,108,0,0
3769,363,31,-6,-3,128,108,0,0
3770,360,31,-3,0,128,108,0,0
3771,365,44,5,13,128,108,0,0
3772,370,60,5,16,370,60,242,-48
3773,375,76,5,16,128,108,-242,48
3774,382,96,7,20,380,96,252,-12
3775,388,120,6,24,388,120,8,24
3776,395,149,7,29,128,108,-260,-12
3777,402,181,7,32,128,108,0,0
3778,410,217,8,36,410,216,282,108
3779,417,234,7,17,128,108,-282,-108
3780,425,249,8,15,424,248,296,140
3781,435,268,10,19,434,266,10,18
3782,444,294,9,26,434,266,0,0
3783,453,320,9,26,434,266,0,0
3784,465,354,12,34,434,266,0,0
3785,477,393,12,39,434,266,0,0
3786,491,441,14,48,434,266,0,0
3787,541,377,50,-64,504,322,70,56
3788,541,377,0,0,504,322,0,0
3789,541,377,0,0,504,322,0,0
3790,643,220,102,-157,642,218,138,-104
3791,662,192,19,-28,662,190,20,-28
3792,681,168,19,-24,662,190,0,0
3793,697,149,16,-19,696,150,34,-40
3794,710,136,13,-13,710,136,14,-14
3795,722,123,12,-13,722,122,12,-14
3796,731,116,9,-7,730,116,8,-6
3797,738,111,7,-5,740,110,10,-6
3798,746,107,8,-4,746,106,6,-4
3799,752,105,6,-2,746,106,0,0
3800,757,104,5,-1,746,106,0,0
3801,761,105,4,1,762,104,16,-2
3802,765,106,4,1,762,104,0,0
3803,769,108,4,2,762,104,0,0
3804,773,113,4,5,762,104,0,0
3805,776,118,3,5,762,104,0,0
3806,778,121,2,3,778,122,16,18
3807,779,126,1,5,780,126,2,4
3808,781,133,2,7,780,126,0,0
3809,782,139,1,6,782,138,2,12
3810,784,146,2,7,782,138,0,0
3811,784,146,0,0,784,146,2,8
3812,789,134,5,-12,784,146,0,0
3813,789,134,0,0,792,120,8,-26
3814,796,110,7,-24,792,120,0,0
3815,800,100,4,-10,800,100,8,-20
3816,802,92,2,-8,800,100,0,0
3817,802,92,0,0,800,100,0,0
3818,802,92,0,0,808,78,8,-22
3819,802,92,0,0,808,78,0,0
3820,802,92,0,0,808,78,0,0
3821,802,92,0,0,808,78,0,0
3822,802,92,0,0,808,78,0,0
3823,802,92,0,0,808,78,0,0
3824,802,92,0,0,808,78,0,0
3825,802,92,0,0,808,78,0,0
3826,802,92,0,0,802,60,-6,-18
3827,802,92,0,0,802,60,0,0
3828,802,92,0,0,802,60,0,0
3829,802,92,0,0,802,60,0,0
3830,802,92,0,0,802,60,0,0
3831,802,92,0,0,802,60,0,0
3832,802,92,0,0,762,78,-40,18
3833,758,84,-44,-8,762,78,0,0
3834,758,84,0,0,762,78,0,0
3835,758,84,0,0,762,78,0,0
3836,758,84,0,0,762,78,0,0
3837,758,84,0,0,762,78,0,0
3838,758,84,0,0,762,78,0,0
3839,758,84,0,0,762,78,0,0
3840,758,84,0,0,730,52,-32,-26
3841,758,84,0,0,730,52,0,0
3842,758,84,0,0,730,52,0,0
3843,758,84,0,0,730,52,0,0
3844,758,84,0,0,730,52,0,0
3845,758,84,0,0,730,52,0,0
3846,708,52,-50,-32,730,52,0,0
3847,708,52,0,0,730,52,0,0
3848,708,52,0,0,730,52,0,0
3849,708,52,0,0,730,52,0,0
3850,708,52,0,0,730,52,0,0
3851,708,52,0,0,730,52,0,0
3852,708,52,0,0,730,52,0,0
3853,708,52,0,0,686,44,-44,-8
3854,708,52,0,0,686,44,0,0
3855,708,52,0,0,686,44,0,0
3856,708,52,0,0,686,44,0,0
3857,708,52,0,0,686,44,0,0
3858,708,52,0,0,686,44,0,0
3859,708,52,0,0,670,42,-16,-2
3860,708,52,0,0,670,42,0,0
3861,708,52,0,0,670,42,0,0
3862,708,52,0,0,670,42,0,0
3863,708,52,0,0,670,42,0,0
3864,708,52,0,0,670,42,0,0
3865,708,52,0,0,670,42,0,0
3866,708,52,0,0,670,42,0,0
3867,708,52,0,0,670,42,0,0
3868,708,52,0,0,670,42,0,0
3869,708,52,0,0,670,42,0,0
3870,708,52,0,0,670,42,0,0
3871,708,52,0,0,670,42,0,0
3872,708,52,0,0,670,42,0,0
3873,708,52,0,0,670,42,0,0
3874,708,52,0,0,670,42,0,0
